City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Max Temp,Wind Speed,lng
151,alugan,92,PH,1542433638,100,12.22,77.17,6.06,125.48
152,trairi,92,BR,1542433638,100,-3.28,80.72,20.94,-39.27
153,alenquer,0,BR,1542433639,84,-1.95,77.84,6.4,-54.74
154,manokwari,32,ID,1542433639,100,-0.87,82.3,9.98,134.08
155,broome,0,GB,1542432000,93,52.47,46.4,2.24,1.45
156,fort nelson,20,CA,1542430800,83,58.81,-5.81,2.24,-122.69
157,buala,8,SB,1542433640,84,-8.15,84.77,4.72,159.59
158,salekhard,48,RU,1542433640,74,66.54,10.43,4.61,66.62
159,iqaluit,5,CA,1542430800,68,63.75,-14.81,10.29,-68.52
160,gondanglegi,24,ID,1542433641,82,-7.75,84.23,4.38,112.01
161,henties bay,56,NA,1542433641,91,-22.12,63.62,1.92,14.28
162,egvekinot,88,RU,1542433641,88,66.32,19.79,9.53,-179.17
163,wawa,0,NG,1542433642,70,9.9,62.9,3.6,4.41
164,vaini,0,IN,1542433642,52,15.34,86.66,7.96,74.49
165,college,90,US,1542430680,87,64.86,15.44,3.71,-147.8
166,thohoyandou,0,ZA,1542433643,44,-22.97,81.35,3.6,30.46
167,linjiang,48,CN,1542433643,53,41.81,31.58,4.16,126.91
168,ngaoundere,0,CM,1542430800,87,7.32,53.6,4.38,13.58
169,sheridan,1,US,1542432960,64,39.65,41.0,4.7,-105.03
170,maragogi,32,BR,1542433516,97,-9.01,73.79,5.28,-35.22
171,talnakh,76,RU,1542433644,79,69.49,1.75,19.82,88.39
172,noumea,0,NC,1542432600,57,-22.28,78.8,14.99,166.46
173,makakilo city,90,US,1542430620,81,21.35,77.0,4.7,-158.09
174,vagur,0,FO,1542433645,92,61.47,49.63,16.02,-6.81
175,sroda wielkopolska,0,PL,1542432600,100,52.23,28.4,6.93,17.28
176,baishishan,24,CN,1542433646,61,43.58,29.87,4.72,127.55
177,grand gaube,40,MU,1542430800,61,-20.01,80.6,9.17,57.66
178,ormara,0,PK,1542433647,77,25.21,81.22,4.16,64.64
179,dharampuri,0,IN,1542433647,52,22.17,82.52,4.61,75.35
180,huarmey,8,PE,1542433648,88,-10.07,55.34,3.83,-78.15
181,faanui,56,PF,1542433649,98,-16.48,82.79,8.97,-151.75
182,narsaq,88,GL,1542430200,68,60.91,30.2,1.36,-46.05
183,bilma,0,NE,1542433649,49,18.69,51.07,2.93,12.92
184,kano,8,NG,1542433650,51,11.99,61.42,5.39,8.53
185,portland,90,US,1542432180,96,45.52,51.98,3.83,-122.67
186,chulman,24,RU,1542433650,70,56.84,-3.61,2.71,124.9
187,vanimo,24,PG,1542433651,100,-2.67,84.55,2.82,141.3
188,harper,1,US,1542431700,82,30.3,41.0,9.64,-99.24
189,chokurdakh,44,RU,1542433651,65,70.62,-8.11,4.61,147.9
190,merauke,0,ID,1542433652,53,-8.49,92.6,15.79,140.4
191,tiznit,56,MA,1542433652,96,29.7,53.5,5.73,-9.73
192,san patricio,44,PY,1542433652,72,-26.98,71.77,4.94,-56.83
193,carnarvon,0,ZA,1542433653,31,-30.97,65.6,5.84,22.13
194,ashington,75,GB,1542432000,87,55.18,46.4,2.24,-1.57
195,scottsbluff,90,US,1542431220,92,41.87,37.94,8.05,-103.67
196,krnov,75,PL,1542430800,92,50.09,30.2,10.29,17.7
197,wheeling,90,US,1542430560,88,40.06,33.98,8.05,-80.72
198,lebu,75,ET,1542430800,77,8.96,59.0,11.41,38.73
199,mogadishu,75,SO,1542430800,74,2.04,82.4,3.36,45.34
200,petropavlovsk-kamchatskiy,24,RU,1542430800,58,53.05,30.2,2.24,158.65
201,esperance,20,TT,1542430800,94,10.24,77.0,6.73,-61.45
202,mwinilunga,20,ZM,1542433655,62,-11.73,73.34,3.6,24.43
203,sabana de torres,76,CO,1542433656,100,7.39,63.8,2.15,-73.5
204,mar del plata,88,AR,1542433656,69,-46.43,50.53,12.1,-67.52
205,carutapera,80,BR,1542433594,82,-1.2,80.32,9.64,-46.02
206,ciulnita,92,RO,1542433656,97,44.53,32.98,18.81,27.35
207,hamilton,90,BM,1542432420,94,32.3,73.4,13.87,-64.78
208,havre-saint-pierre,90,CA,1542430800,85,50.23,23.0,11.41,-63.6
209,acapulco,5,MX,1542430200,88,16.86,75.2,3.38,-99.88
210,tual,36,ID,1542433658,100,-5.67,86.62,3.6,132.75
211,ouango,24,CD,1542433658,99,4.31,73.43,3.15,22.55
212,bud,75,NO,1542432000,93,62.91,50.0,2.24,6.91
213,champerico,75,MX,1542429600,88,16.38,64.4,4.7,-93.6
214,katsuura,75,JP,1542430800,59,33.93,62.6,5.82,134.5
215,oussouye,8,SN,1542433659,97,12.49,78.52,17.36,-16.54
216,dikson,24,RU,1542433660,90,73.51,9.67,38.16,80.55
217,constitucion,0,MX,1542433660,64,23.99,36.8,6.17,-104.67
218,kysyl-syr,56,RU,1542433660,64,63.9,-14.19,2.71,122.77
219,stabat,40,ID,1542430800,66,3.76,87.8,10.29,98.46
220,semenivka,0,UA,1542433661,72,52.18,13.18,5.95,32.58
221,bonoua,20,CI,1542430800,88,5.27,80.6,1.12,-3.6
222,srednekolymsk,68,RU,1542433661,66,67.46,-14.64,2.93,153.71
223,nishihara,1,JP,1542432000,34,35.74,68.0,12.75,139.53
224,canton,90,US,1542431820,95,40.8,37.04,5.82,-81.38
225,benguela,0,AO,1542433662,100,-12.58,75.5,3.6,13.4
226,laibin,88,CN,1542433662,99,23.74,64.25,8.97,109.23
227,cockburn town,88,TC,1542433663,99,21.46,81.53,14.45,-71.14
228,kaseda,20,JP,1542430800,45,31.42,68.0,2.24,130.32
229,moindou,0,NC,1542432600,57,-21.69,78.8,14.99,165.68
230,truth or consequences,1,US,1542430380,35,33.13,39.02,4.7,-107.25
231,thompson,75,CA,1542430800,83,55.74,-4.01,6.93,-97.86
232,arraial do cabo,92,BR,1542433664,96,-22.97,72.35,11.43,-42.02
233,kendari,24,ID,1542433664,85,-3.99,86.48,3.15,122.52
234,morondava,8,MG,1542433665,73,-20.3,84.77,4.83,44.28
235,juybar,0,IR,1542430800,87,36.64,57.2,2.24,52.91
236,arman,75,RU,1542430800,92,59.7,8.6,2.24,150.17
237,hambantota,12,LK,1542433666,100,6.12,83.15,1.48,81.12
238,beringovskiy,76,RU,1542433666,100,63.05,26.05,26.42,179.32
239,upernavik,80,GL,1542433666,100,72.79,21.59,13.22,-56.15
240,tura,0,IN,1542433666,68,25.52,77.66,4.83,90.21
241,ancud,92,CL,1542433667,97,-41.87,47.15,4.72,-73.83
242,flagstaff,1,US,1542432900,26,35.2,46.4,8.05,-111.65
243,tilichiki,24,RU,1542433667,92,60.47,-21.34,3.15,166.1
244,port elizabeth,1,US,1542430560,92,39.31,42.98,9.64,-74.98
245,ciudad bolivar,64,VE,1542433668,96,8.12,74.65,9.31,-63.55
246,west plains,1,US,1542430380,67,36.73,46.04,3.36,-91.85
247,vila velha,40,BR,1542430800,78,-3.71,80.6,12.75,-38.6
248,prince rupert,1,CA,1542430800,100,54.32,37.4,5.82,-130.32
249,salinas,75,US,1542433140,82,36.67,51.98,4.7,-121.66
250,chapais,90,CA,1542432360,92,49.78,19.4,6.93,-74.86
251,fort dodge,90,US,1542432900,92,42.5,32.0,10.29,-94.17
252,wanning,0,AT,1542430200,68,48.64,33.8,11.41,13.53
253,caravelas,88,BR,1542433597,100,-17.73,77.98,14.23,-39.27
254,pemba,64,MZ,1542433557,100,-12.97,78.43,4.72,40.52
255,srandakan,24,ID,1542433670,71,-7.94,87.29,6.29,110.25
256,okhtyrka,36,UA,1542433671,65,50.31,23.62,10.87,34.89
257,serenje,24,ZM,1542433671,55,-13.23,75.59,12.33,30.22
258,charters towers,0,AU,1542433671,44,-20.07,87.29,10.76,146.27
259,deming,1,US,1542431700,32,32.27,37.04,5.82,-107.76
260,larreynaga,20,NI,1542433672,71,12.68,76.67,6.73,-86.57
261,bathsheba,40,BB,1542430800,83,13.22,80.6,18.34,-59.52
262,aklavik,40,CA,1542430800,69,68.22,-11.21,5.82,-135.01
263,adre,12,TD,1542433673,30,13.47,65.92,12.55,22.2
264,nizhniy kuranakh,80,RU,1542433673,75,58.84,-4.38,3.27,125.49
265,sonoita,1,US,1542430680,34,31.68,51.98,6.93,-110.66
266,svetlaya,0,RU,1542433674,100,46.54,31.04,16.69,138.33
267,binzhou,68,CN,1542433674,42,37.38,48.32,5.17,117.96
268,mount gambier,0,AU,1542433674,55,-37.83,68.17,6.4,140.78
269,makokou,88,GA,1542433675,100,0.56,69.29,2.82,12.85
270,howard springs,20,AU,1542430800,52,-12.5,91.4,9.17,131.05
271,diapaga,12,BF,1542433675,55,12.07,61.15,2.71,1.79
272,stolbovaya,0,RU,1542430800,62,55.26,24.8,8.95,37.49
273,kerman,20,IR,1542430800,54,30.29,59.0,4.7,57.06
274,ust-uda,48,RU,1542433676,84,54.17,8.45,11.77,103.03
275,wageningen,0,NL,1542432300,99,51.98,39.2,4.7,5.66
276,solnechnyy,80,RU,1542433677,60,50.72,20.2,8.97,136.64
277,sharan,24,AF,1542433677,30,33.15,55.07,4.38,68.78
278,whyalla,0,AU,1542430800,36,-33.04,75.2,21.92,137.58
279,marsa matruh,0,EG,1542433678,84,31.35,54.22,8.52,27.25
280,atar,12,MR,1542433678,78,20.52,51.43,2.59,-13.05
281,hollins,75,US,1542431700,67,37.35,42.08,5.82,-79.95
282,hachinohe,40,JP,1542430320,75,40.47,50.0,17.22,141.48
283,dafeng,24,CN,1542433679,70,33.2,57.77,9.86,120.46
284,mugur-aksy,0,RU,1542433679,77,50.38,5.3,2.71,90.44
285,limon,1,US,1542430500,63,39.26,35.06,17.22,-103.69
286,kihurio,92,TZ,1542433680,94,-4.47,70.15,2.71,38.07
287,kisangani,64,CD,1542433680,92,0.52,72.89,0.81,25.21
288,cidreira,0,BR,1542433680,78,-30.17,68.3,19.37,-50.22
289,havoysund,75,NO,1542430200,93,71.0,44.6,51.67,24.66
290,chara,75,GR,1542432000,71,39.42,51.8,19.46,22.43
291,qaqortoq,80,GL,1542430200,68,60.72,30.2,27.2,-46.03
292,luganville,0,VU,1542433681,100,-15.51,80.99,7.96,167.18
293,namibe,76,AO,1542433682,100,-15.19,74.33,13.44,12.15
294,raudeberg,64,NO,1542432000,87,61.99,50.0,6.93,5.14
295,chota,64,EC,1542433682,100,0.47,48.82,1.81,-78.07
296,eucaliptus,68,BO,1542433683,96,-17.6,43.15,4.27,-67.51
297,kuryk,12,KZ,1542433683,76,43.18,40.49,15.57,51.68
298,lockport,5,CA,1542430800,70,50.09,1.4,8.05,-96.94
299,balad,8,ID,1542433684,95,-6.76,87.92,8.97,108.42
300,sal rei,75,CV,1542430800,68,16.18,71.6,4.7,-22.92
301,sangar,12,RU,1542433684,61,63.92,-13.42,2.71,127.47
302,jardim,20,BR,1542433685,95,-21.48,75.5,4.94,-56.15
303,bow island,20,CA,1542430800,84,49.87,1.4,3.36,-111.38
304,sabha,0,LY,1542433685,37,27.03,54.4,11.21,14.43
305,nanortalik,80,GL,1542433686,93,60.14,32.08,34.14,-45.24
306,madras,90,US,1542431700,75,44.63,44.96,5.82,-121.13
307,along,92,IN,1542433687,98,28.17,54.89,1.92,94.8
308,hanzhong,92,CN,1542433687,100,33.08,36.53,3.15,107.03
309,kieta,64,PG,1542433687,100,-6.22,78.74,3.15,155.63
310,thaba nchu,0,ZA,1542430800,32,-29.2,69.8,2.24,26.83
311,bayir,75,TR,1542430200,81,37.27,51.8,8.05,28.22
312,vostok,76,RU,1542433688,69,46.45,19.12,5.39,135.83
313,cap-aux-meules,88,CA,1542433548,100,47.38,36.62,30.0,-61.86
314,suruc,0,TR,1542430200,65,36.98,41.0,13.87,38.42
315,uribia,36,CO,1542433689,77,11.71,80.9,14.45,-72.27
316,ilulissat,44,GL,1542430200,79,69.22,21.2,6.93,-51.1
317,de aar,0,ZA,1542433690,23,-30.65,73.07,6.29,24.01
318,nemuro,40,JP,1542430800,70,43.32,42.8,3.36,145.57
319,naryan-mar,92,RU,1542433690,94,67.67,35.09,5.5,53.09
320,hovd,75,NO,1542432000,100,63.83,46.4,2.24,10.7
321,pochutla,5,MX,1542429600,69,15.74,77.0,8.05,-96.47
322,te anau,92,NZ,1542433691,100,-45.41,50.3,3.38,167.72
323,qiongshan,40,CN,1542430800,70,20.01,84.2,8.95,110.35
324,toksovo,75,RU,1542430800,81,60.16,44.6,20.13,30.53
325,maturin,76,VE,1542433692,91,9.75,75.86,4.5,-63.18
326,kudahuvadhoo,76,MV,1542433692,100,2.67,78.88,8.86,72.89
327,nortelandia,32,BR,1542433693,96,-14.45,72.4,2.71,-56.8
328,arlit,0,NE,1542433693,41,18.74,55.34,1.7,7.39
329,lander,90,US,1542431700,92,42.83,28.94,6.93,-108.73
330,san rafael,0,AR,1542433694,23,-34.61,65.38,19.82,-68.33
331,timbiqui,68,CO,1542433694,100,2.77,73.57,2.48,-77.67
332,saldanha,24,PT,1542433695,86,41.42,38.06,3.15,-6.55
333,rosa zarate,92,EC,1542433696,97,0.33,72.85,2.93,-79.47
